Feature Name,Score,Code Description
1cj52nhlp,-0.001089138771,"INT: {'Drainage, anterior chamber (of eye) using incisional approach with insertion of aqueous shunt with d'}"
u99078,-0.001087602843,DIAG: {'Other specified racquet sports and recreational activity'}
1bd27jx,-0.001086587212,"INT: {'Radiation, nerve(s) of the ear using focused beam [e.g gamma knife, cyber knife stereotactic radiosu'}"
m8902,0.001086377407,"DIAG: {'Complex Regional Pain Syndrome I [CRPS I], other and unspecified site'}"
f790,0.00108590777,"DIAG: {'Unspecified mental retardation with the statement of no, or minimal, impairment of behaviour'}"
1wa80da,-0.001084757799,"INT: {'Repair, ankle joint endoscopic [arthroscopic] approach  no tissue used (for joint repair) using no f'}"
h252,-0.001083482432,"DIAG: {'Senile cataract, morgagnian type'}"
1bb59habd,-0.001083318625,"INT: {'Destruction, other nerves of head and neck, using percutaneous approach and balloon (compression)'}"
7sf14zx,0.001082284458,"INT: {'Robotic assisted telemanipulation of tools, service using system NEC'}"
r073,-0.001079629318,"DIAG: {'Other chest pain', 'Chest pain, unspecified'}"
1kq57laxxa,-0.001078177862,"INT: {'Extraction, abdominal veins NEC open approach(e.g. venotomy) using autograft'}"
m2446,-0.001076688339,"DIAG: {'Recurrent dislocation and subluxation of joint, lower leg'}"
1et72ba,0.001076607559,"INT: {'Release, nose using endoscopic per orifice approach'}"
1nq87ca,0.001076159128,"INT: {'Excision partial, rectum per orifice approach [e.g. perineal, pull through, transanal, sacral or sph'}"
f133,0.00107521168,"DIAG: {'Mental and behavioural disorders due to use of sedatives or hypnotics, withdrawal state'}"
p545,0.001073611746,DIAG: {'Neonatal cutaneous haemorrhage'}
1ug74lanv,-0.001073430979,"INT: {'Fixation, other metacarpophalangeal joint(s) open approach, fixation device alone using pin, nail'}"
1ga80laxxe,-0.001073099462,"INT: {'Repair, glottis using local flap'}"
d708,0.001070919084,DIAG: {'Other agranulocytosis'}
s37001,-0.001070456774,"DIAG: {'Haematoma of kidney, with open wound into cavity'}"
2gt71da,0.001070030932,"INT: {'Biopsy, lung using endoscopic approach [VATS]', 'Biopsy, lung NEC using endoscopic approach [VATS]'}"
g471,-0.001069573595,DIAG: {'Disorders of excessive somnolence [hypersomnias]'}
k262,0.0010691333,"DIAG: {'Duodenal ulcer, acute with both haemorrhage and perforation'}"
n800,0.001068338047,DIAG: {'Endometriosis of uterus'}
1vr87laxxa,-0.001067214491,"INT: {'Excision partial, muscles of lower leg [around knee] using autograft [e.g. fascia or skin] (for clos'}"
w0905,0.001065155999,DIAG: {'Fall involving trampoline'}
1wv35hap2,-0.001064405705,"INT: {'Pharmacotherapy (local), soft tissue of the foot and ankle percutaneous approach using analgesic age'}"
1qe14jat6,-0.001064379768,"INT: {'Dressing, penis using dry dressing'}"
1qm80laxxa,-0.001064379768,"INT: {'Repair, testis using open approach and full thickness graft'}"
1ry35jad1,-0.001064379768,"INT: {'Pharmacotherapy (local), perineum external (topical) application using antiinfective irrigating solu'}"
1ry35jag1,-0.001064379768,"INT: {'Pharmacotherapy (local), perineum external (topical) application using antifungal agent'}"
1oe80laxxa,-0.001062850874,"INT: {'Repair, bile ducts open approach using autograft [e.g mucosal graft]'}"
m6260,0.001062707408,"DIAG: {'Muscle strain, multiple sites'}"
t829,0.001061141404,"DIAG: {'Unspecified complication of cardiac and vascular prosthetic device, implant and graft'}"
1tb74uu,-0.001060058046,"INT: {'Fixation, acromioclavicular and sternoclavicular joints using loop stabilization technique [e.g. lig'}"
v809,-0.001060008751,DIAG: {'Animal-rider or occupant of animal-drawn vehicle injured in other and unspecified transport accident'}
z959,0.001059121023,"DIAG: {'Presence of cardiac and vascular implant and graft, unspecified'}"
b353,0.001058808811,DIAG: {'Tinea pedis'}
1nm80la,0.001058312905,"INT: {'Repair, large intestine open approach using apposition technique [e.g. suturing, stapling]'}"
1tv38hakc,-0.001056889768,"INT: {'Management of external appliance, radius and ulna of percutaneous external fixator'}"
s02441,-0.001056160992,"DIAG: {'Fracture of malar and maxillary bones, LeFort 3, bilateral, open'}"
1mc91vbxxf,-0.001055532556,"INT: {'Excision radical, lymph node(s), cervical using free distant flap modified radical neck dissection'}"
e785,-0.001055524013,"DIAG: {'Hyperlipidaemia, unspecified'}"
1rn87crac,-0.001052426856,"INT: {'Excision partial, cervix using per orifice [vaginal] approach with incision using cold knife (scalpe'}"
d733,0.001051857882,DIAG: {'Abscess of spleen'}
1kr76mzxxa,0.001046072058,"INT: {'Bypass, veins of leg NEC using autograft [e.g. saphenous vein] bypass terminating in lower limb vein', 'Bypass, veins of leg NEC using autograft(e.g. saphenous vein) bypass terminating in lower limb vein '}"
1ch72laag,-0.001043927532,"INT: {'Release, iris using laser'}"
1cl89nplm,-0.001043927532,"INT: {'Excision total, lens with posterior chamber folded lens prosthesis inserted extracapsular lens extra'}"
2cm71ha,-0.001043927532,"INT: {'Biopsy, vitreous using needle aspiration'}"
y364,-0.0010428815,DIAG: {'War operations involving firearm discharge and other forms of conventional warfare'}
1es58la,0.001040998795,"INT: {'Procurement, nasal cartilage using open approach'}"
y565,0.00104054059,DIAG: {'Ophthalmological drugs and preparations causing adverse effect in therapeutic use'}
1uj87laxxa,-0.001040460853,"INT: {'Excision partial, other phalanx of hand using open excisional approach and autograft'}"
s83130,-0.001039215929,"DIAG: {'Lateral dislocation of knee, closed'}"
s1341,-0.00103842159,DIAG: {'Whiplash associated disorder [WAD2] with complaint of neck pain with musculoskeletal signs'}
1de56la,-0.001037778296,"INT: {'Removal of foreign body, external auditory meatus using incisional approach'}"
s3908,-0.00103511533,"DIAG: {'Other and unspecified injury of muscle and tendon of abdomen, lower back and pelvis'}"
1we87laxxk,-0.001034239844,"INT: {'Excision partial, tarsal bones and intertarsal joints [hindfoot, midfoot] using open approach and ho'}"
m7989,0.001032688795,"DIAG: {'Other specified soft tissue disorders, unspecified site'}"
1cu50lanr,-0.001032438752,"INT: {'Dilation, lacrimal excretory system using open approach and (flexible) dilating device [e.g. wire] f'}"
z22308,-0.001032331126,DIAG: {'Carrier of other drug-resistant micro-organism'}
1uf87lakda,-0.001031639831,"INT: {'Excision partial, other metacarpal bones with bone autograft (to close defect) using wire, staple'}"
k0888,-0.001031512307,DIAG: {'Other specified disorders of teeth and supporting structures'}
1ge56ba,-0.001030286217,"INT: {'Removal of foreign body, larynx NEC using endoscopic per orifice approach (for simple extraction)'}"
1uc87da,-0.001030040287,"INT: {'Excision partial, distal radioulnar joint and carpal joints and bones endoscopic [arthroscopic] appr'}"
t802,-0.001029666432,"DIAG: {'Infections following infusion, transfusion and therapeutic injection'}"
f314,0.001028993327,"DIAG: {'Bipolar affective disorder, current episode severe depression without psychotic symptoms'}"
q870,-0.001028945317,DIAG: {'Congenital malformation syndromes predominantly affecting facial appearance'}
1wa53lappn,-0.001028593443,"INT: {'Implantation of internal device, ankle joint with synthetic material (e.g. bone paste, cement, Dynag', 'Implantation of internal device, ankle joint with synthetic material (e.g. bone paste, cement) tri c'}"
s757,-0.001028332196,DIAG: {'Injury of multiple blood vessels at hip and thigh level'}
o99003,0.001027945529,"DIAG: {'Anaemia complicating pregnancy, childbirth and the puerperium, antepartum condition or complication'}"
m6251,-0.001027313913,"DIAG: {'Muscle wasting and atrophy, not elsewhere classified, shoulder region'}"
1em73la,-0.001025758705,"INT: {'Reduction, maxillary alveolar ridge using open approach'}"
s5658,-0.001025507772,DIAG: {'Other and unspecified injury of other extensor muscle and tendon at forearm level'}
t116,-0.001025507772,"DIAG: {'Traumatic amputation of upper limb, level unspecified'}"
t8768,0.001024819292,DIAG: {'Other and unspecified complications of other amputation stump'}
b49,-0.001024571677,DIAG: {'Unspecified mycosis'}
1yy80la,0.001023892205,"INT: {'Repair, skin of surgically constructed sites using open approach without tissue [suture]'}"
1jw57gq,-0.001023512492,"INT: {'Drainage, ventricles of brain endoscopic [ventriculoscopic] approach drainage without shunt or cathe', 'Extraction, intracranial vessels using percutaneous transluminal (arterial) approach'}"
s62131,-0.001022875141,"DIAG: {'Fracture of trapezium bone, open'}"
s63181,-0.001022875141,"DIAG: {'Other dislocation of finger, open'}"
s6640,-0.001022875141,DIAG: {'Laceration of intrinsic muscle and tendon of thumb at wrist and hand level'}
s6648,-0.001022875141,DIAG: {'Other and unspecified injury of intrinsic muscle and tendon of thumb at wrist and hand level'}
1kq57lagx,-0.001020519053,"INT: {'Extraction, abdominal veins NEC open approach using device NEC'}"
1ot52hhd3,0.001019819856,"INT: {'Drainage, abdominal cavity using percutaneous transcatheter approach and other irrigating solution'}"
m6645,0.001019733472,"DIAG: {'Spontaneous rupture of other tendons, pelvic region and thigh'}"
1jq57grfv,-0.001018356733,"INT: {'Extraction, jugular veins percutaneous venous approach using suction catheter'}"
s27000,-0.001017567685,"DIAG: {'Traumatic pneumothorax, without open wound into thoracic cavity'}"
1cl53laln,-0.001016686974,"INT: {'Implantation of internal device, lens of rigid [sulcus fixated] posterior chamber lens prosthesis us'}"
x14,-0.001015780174,DIAG: {'Contact with hot air and gases'}
n939,0.001014533191,"DIAG: {'Abnormal uterine and vaginal bleeding, unspecified'}"
3sf10va,-0.001014066019,"INT: {'Xray, sacrum and coccyx without contrast'}"
1ea87laxxq,-0.001013772199,"INT: {'Excision partial, cranium open approach with combined sources of tissue, no device used'}"
i809,-0.001012423994,DIAG: {'Phlebitis and thrombophlebitis of unspecified site'}
s62310,0.0010098887,"DIAG: {'Fracture of shaft of other metacarpal bone, closed'}"
1pg80baw0,-0.001009113556,"INT: {'Repair, ureter endoscopic per orifice approach using other synthetic material [e.g. silicone, macrop'}"
m7116,0.001008133853,"DIAG: {'Other infective bursitis, lower leg'}"
1pg80daxxe,-0.001008070251,"INT: {'Repair, ureter endoscopic [laparoscopic] approach using local flap [e.g. omentum, psoas hitch]'}"
1vg80fyxxn,-0.001007796841,"INT: {'Repair, knee joint endoscopic [arthroscopic] approach with synthetic tissue [e.g. gortex, artificial'}"
s852,-0.001007796841,DIAG: {'Injury of peroneal artery'}
1yv35jad1,-0.001007616274,"INT: {'Pharmacotherapy (local), skin of leg topical application or direct instillation into wound using ant'}"
1me87la,0.0010066269,"INT: {'Excision partial, lymph node(s), mediastinal using open approach'}"
t8468,0.001006470248,DIAG: {'Infection and inflammatory reaction due to internal fixation device of bones at other site'}
k148,-0.001006292121,DIAG: {'Other diseases of tongue'}
f508,0.001003967465,DIAG: {'Other eating disorders'}
s62500,-0.001002943831,"DIAG: {'Fracture of proximal phalanx, closed', 'Fracture of proximal phalanx of thumb, closed'}"
e892,-0.001001662446,DIAG: {'Postprocedural hypoparathyroidism'}
2uy24haja,-0.001000486314,"INT: {'Electrophysiological measurement, soft tissue of the wrist and hand using needle electrodes percutan'}"
1gv55jats,-0.0009993306194,"INT: {'Removal of device, pleura of drainage tube [e.g. thoracotomy or pleural cavity drain] using external'}"
1ee87laxxn,-0.0009976177588,"INT: {'Excision partial, mandible open approach with synthetic tissue [cement, paste]'}"
y356,-0.0009954872787,DIAG: {'Legal intervention involving other specified means'}
1va35hap1,0.000993657401,"INT: {'Pharmacotherapy (local), hip joint using percutaneous (needle) approach and local anesthetic agent'}"
s6420,-0.0009922053167,DIAG: {'Laceration of radial nerve at wrist and hand level'}
1dr91sz,-0.0009920455303,"INT: {'Excision radical,  inner ear NEC without tissue using infratemporal bone approach [transcranial] [cr'}"
1ya58laxxf,-0.0009920455303,"INT: {'Procurement, scalp of free flap using open approach'}"
1uc87wj,-0.0009916733192,"INT: {'Excision partial, distal radioulnar joint and carpal joints and bones open approach synovectomy or g'}"
y730,-0.0009906396907,"DIAG: {'Gastroenterology and urology devices associated with adverse incidents, diagnostic and monitoring de'}"
q211,-0.000987965862,DIAG: {'Atrial septal defect'}
1ap53seja,-0.0009878705872,"INT: {'Implantation of internal device, brain stem burr hole technique for access of electrodes [e.g. recor'}"
1ic55laqln,-0.0009873477931,"INT: {'Removal of device, thoracic [descending] aorta open approach surgical repair of defect using synthet'}"
l240,0.0009859169772,DIAG: {'Irritant contact dermatitis due to detergents'}
n859,0.0009858570628,"DIAG: {'Noninflammatory disorder of uterus, unspecified'}"
1ax80laxxa,-0.0009840737114,"INT: {'Repair, spinal canal and meninges open approach using autograft [e.g. dura, fascia lata] for closure'}"
1nk87gb,-0.0009820461869,"INT: {'Excision partial, small intestine endoscopic [laparoscopic] approach special excisional (segmental) '}"
1ub75lanwq,-0.0009806039738,"INT: {'Fusion, wrist joint with combined sources of tissue [e.g. bone graft, cement/paste] using plate, scr'}"
1ew80laxxe,-0.0009805731535,"INT: {'Repair, maxillary sinus no fixative devices used for closure using local flap'}"
1cx74rzxxa,-0.0009795550079,"INT: {'Fixation, eyelid NEC lid retraction repair, using autograft'}"
1kt57gqocn,-0.0009793356729,"INT: {'Extraction vessels of the pelvis, perineum and gluteal region percutaneous transluminal approach usi'}"
1yr14jah1,-0.0009770893936,"INT: {'Dressing, skin of axillary region using medicated dressing'}"
g239,-0.0009769382256,"DIAG: {'Degenerative disease of basal ganglia, unspecified'}"
1jj51gqge,-0.0009760221659,"INT: {'Occlusion, brachiocephalic arteries using percutaneous transluminal approach and [detachable] coils'}"
g82112,-0.0009755255711,"DIAG: {'Spastic paraplegia, complete, at the thoracic level'}"
1cd52la,-0.0009730638962,"INT: {'Drainage, sclera using excisional technique'}"
1nq56da,-0.0009721131856,"INT: {'Removal of foreign body, rectum using endoscopic [laparoscopic] approach'}"
1ac54hats,-0.0009716268569,"INT: {'Management of internal device, ventricles of brain percutaneous [needle] approach irrigation of drai', 'Management of internal device, ventricles of brain using percutaneous [needle] approach irrigation o'}"
1yv78hatk,-0.0009714516554,"INT: {'Repair by decreasing size, skin of leg using percutaneous approach and suction device'}"
o43813,-0.0009706097155,"DIAG: {'Placental infarction, antepartum condition or complication'}"
1uj93laxxb,-0.0009700038619,"INT: {'Amputation, other phalanx of hand using split-thickness skin graft (for closure of stump)'}"
q355,-0.000969990218,DIAG: {'Cleft hard palate with cleft soft palate'}
q751,-0.0009696720746,DIAG: {'Craniofacial dysostosis'}
1sl27ja,-0.0009686072867,"INT: {'Radiation, ribs using external beam'}"
s057,-0.0009684666261,DIAG: {'Avulsion of eye'}
r9438,0.000968171388,DIAG: {'Other and unspecified abnormal results of cardiovascular function studies'}
1ef80lakdk,-0.0009646598098,"INT: {'Repair, maxilla with mandible open approach using wire or mesh only with homograft'}"
